Mouse.Entrez,MGI.ID,Description
67727,1914977,syntaxin 17 [Source:MGI Symbol;Acc:MGI:1914977]
67728,1914978,DPH2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914978]
67729,1914979,MANSC domain containing 1 [Source:MGI Symbol;Acc:MGI:1914979]
57436,1914980,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1914980]
67731,1914981,F-box protein 32 [Source:MGI Symbol;Acc:MGI:1914981]
67732,1914982,isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914982]
67733,1914983,integrin beta 3 binding protein (beta3-endonexin) [Source:MGI Symbol;Acc:MGI:1914983]
67736,1914986,coiled-coil domain containing 130 [Source:MGI Symbol;Acc:MGI:1914986]
67737,1914987,tetratricopeptide repeat domain 39D [Source:MGI Symbol;Acc:MGI:1914987]
67738,1914988,peptidylprolyl isomerase D (cyclophilin D) [Source:MGI Symbol;Acc:MGI:1914988]
67739,1914989,solute carrier family 48 (heme transporter) member 1 [Source:MGI Symbol;Acc:MGI:1914989]
67741,1914991,RIKEN cDNA 4930579F01 gene [Source:MGI Symbol;Acc:MGI:1914991]
67742,1914992,SAM domain SH3 domain and nuclear localization signals 1 [Source:MGI Symbol;Acc:MGI:1914992]
67747,1914997,RIB43A domain with coiled-coils 2 [Source:MGI Symbol;Acc:MGI:1914997]
67749,1914999,mitochondria localized glutamic acid rich protein [Source:MGI Symbol;Acc:MGI:1914999]
67750,1915000,RIKEN cDNA 4930578I06 gene [Source:MGI Symbol;Acc:MGI:1915000]
67752,1915002,protein phosphatase 1 regulatory subunit 32 [Source:MGI Symbol;Acc:MGI:1915002]
67753,1915003,equatorin sperm acrosome associated [Source:MGI Symbol;Acc:MGI:1915003]
67755,1915005,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 [Source:MGI Symbol;Acc:MGI:1915005]
67758,1915008,arylacetamide deacetylase (esterase) [Source:MGI Symbol;Acc:MGI:1915008]
67759,1915009,plasminogen receptor C-terminal lysine transmembrane protein [Source:MGI Symbol;Acc:MGI:1915009]
67760,1915010,solute carrier family 38 member 2 [Source:MGI Symbol;Acc:MGI:1915010]
69804,1915011,transmembrane protein 147 [Source:MGI Symbol;Acc:MGI:1915011]
67763,1915013,phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915013]
67767,1915017,jagunal homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1915017]
67768,1915018,N-6 adenine-specific DNA methyltransferase 1 (putative) [Source:MGI Symbol;Acc:MGI:1915018]
67769,1915019,G patch domain containing 2 [Source:MGI Symbol;Acc:MGI:1915019]
67770,1915020,caspase activity and apoptosis inhibitor 1 [Source:MGI Symbol;Acc:MGI:1915020]
67771,1915021,actin related protein 2/3 complex subunit 5 [Source:MGI Symbol;Acc:MGI:1915021]
67772,1915022,chromodomain helicase DNA binding protein 8 [Source:MGI Symbol;Acc:MGI:1915022]
67773,1915023,K(lysine) acetyltransferase 8 [Source:MGI Symbol;Acc:MGI:1915023]
67774,1915024,loss of heterozygosity 12 chromosomal region 1 homolog (human) [Source:MGI Symbol;Acc:MGI:1915024]
67775,1915025,receptor transporter protein 4 [Source:MGI Symbol;Acc:MGI:1915025]
67776,1915026,von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026]
67778,1915028,zinc finger protein 639 [Source:MGI Symbol;Acc:MGI:1915028]
67781,1915031,interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031]
226747,1915033,AT hook containing transcription factor 1 [Source:MGI Symbol;Acc:MGI:1915033]
67785,1915035,zinc finger MYM-type 4 [Source:MGI Symbol;Acc:MGI:1915035]
67788,1915038,SWI5 dependent recombination repair 1 [Source:MGI Symbol;Acc:MGI:1915038]
67789,1915039,DALR anticodon binding domain containing 3 [Source:MGI Symbol;Acc:MGI:1915039]
67790,1915040,RAB39B member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915040]
66940,1915044,shisa family member 5 [Source:MGI Symbol;Acc:MGI:1915044]
67795,1915045,renalase FAD-dependent amine oxidase [Source:MGI Symbol;Acc:MGI:1915045]
67797,1915047,small nuclear ribonucleoprotein 48 (U11/U12) [Source:MGI Symbol;Acc:MGI:1915047]
67800,1915050,diacylglycerol O-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1915050]
67801,1915051,plasma membrane proteolipid [Source:MGI Symbol;Acc:MGI:1915051]
67803,1915053,LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:1915053]
67804,1915054,sorting nexin 2 [Source:MGI Symbol;Acc:MGI:1915054]
104771,1915057,JNK1/MAPK8-associated membrane protein [Source:MGI Symbol;Acc:MGI:1915057]
67808,1915058,transformation related protein 63 regulated like [Source:MGI Symbol;Acc:MGI:1915058]
67809,1915059,regulator of microtubule dynamics 3 [Source:MGI Symbol;Acc:MGI:1915059]
67811,1915061,polymerase (DNA-directed) delta interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915061]
67812,1915062,UBX domain protein 4 [Source:MGI Symbol;Acc:MGI:1915062]
67815,1915065,SEC14-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915065]
102634333,1915066,RIKEN cDNA 1110002E22 gene [Source:MGI Symbol;Acc:MGI:1915066]
70397,1915068,transmembrane protein 70 [Source:MGI Symbol;Acc:MGI:1915068]
67819,1915069,Der1-like domain family member 1 [Source:MGI Symbol;Acc:MGI:1915069]
103694,1915070,transmembrane emp24 protein transport domain containing 4 [Source:MGI Symbol;Acc:MGI:1915070]
67821,1915071,ATPase (Na+)/K+ transporting beta 4 polypeptide [Source:MGI Symbol;Acc:MGI:1915071]
67824,1915074,NmrA-like family domain containing 1 [Source:MGI Symbol;Acc:MGI:1915074]
67826,1915076,synaptosomal-associated protein 47 [Source:MGI Symbol;Acc:MGI:1915076]
104776,1915077,aldehyde dehydrogenase family 6 subfamily A1 [Source:MGI Symbol;Acc:MGI:1915077]
67828,1915078,late cornified envelope 1F [Source:MGI Symbol;Acc:MGI:1915078]
228356,1915079,RIKEN cDNA 1110051M20 gene [Source:MGI Symbol;Acc:MGI:1915079]
67830,1915080,RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915080]
67832,1915082,BRX1 biogenesis of ribosomes homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915082]
67834,1915084,isocitrate dehydrogenase 3 (NAD+) alpha [Source:MGI Symbol;Acc:MGI:1915084]
67836,1915086,WD repeat domain containing 83 [Source:MGI Symbol;Acc:MGI:1915086]
226591,1915087,TIP41 TOR signalling pathway regulator-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915087]
67838,1915088,DnaJ (Hsp40) homolog subfamily B member 11 [Source:MGI Symbol;Acc:MGI:1915088]
67839,1915089,G-protein signalling modulator 1 (AGS3-like C. elegans) [Source:MGI Symbol;Acc:MGI:1915089]
67840,1915090,mitochondrial ribosomal protein L53 [Source:MGI Symbol;Acc:MGI:1915090]
67841,1915091,autophagy related 3 [Source:MGI Symbol;Acc:MGI:1915091]
67842,1915092,NOP9 nucleolar protein [Source:MGI Symbol;Acc:MGI:1915092]
67843,1915093,solute carrier family 35 member A4 [Source:MGI Symbol;Acc:MGI:1915093]
67844,1915094,RAB32 member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915094]
67845,1915095,ring finger protein 115 [Source:MGI Symbol;Acc:MGI:1915095]
67846,1915096,transmembrane protein 39a [Source:MGI Symbol;Acc:MGI:1915096]
67847,1915097,synuclein alpha interacting protein (synphilin) [Source:MGI Symbol;Acc:MGI:1915097]
67848,1915098,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 [Source:MGI Symbol;Acc:MGI:1915098]
67849,1915099,cell division cycle associated 5 [Source:MGI Symbol;Acc:MGI:1915099]
67851,1915101,RIKEN cDNA 1700021F05 gene [Source:MGI Symbol;Acc:MGI:1915101]
67855,1915105,aspartic peptidase retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]
67856,1915106,enoyl Coenzyme A hydratase domain containing 3 [Source:MGI Symbol;Acc:MGI:1915106]
67857,1915107,protein phosphatase 6 catalytic subunit [Source:MGI Symbol;Acc:MGI:1915107]
67859,1915109,cysteine rich tail 1 [Source:MGI Symbol;Acc:MGI:1915109]
67860,1915110,S100 calcium binding protein A16 [Source:MGI Symbol;Acc:MGI:1915110]
67861,1915111,aldo-keto reductase family 1 member B10 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1915111]
67862,1915112,RIKEN cDNA 2310033P09 gene [Source:MGI Symbol;Acc:MGI:1915112]
67863,1915113,solute carrier family 25 (mitochondrial carrier oxoglutarate carrier) member 11 [Source:MGI Symbol;Acc:MGI:1915113]
67864,1915114,Yip1 domain family member 4 [Source:MGI Symbol;Acc:MGI:1915114]
67865,1915115,regulator of G-protein signalling 10 [Source:MGI Symbol;Acc:MGI:1915115]
67866,1915116,WAP four-disulfide core domain 1 [Source:MGI Symbol;Acc:MGI:1915116]
67868,1915118,chymotrypsin-like elastase family member 3B [Source:MGI Symbol;Acc:MGI:1915118]
67869,1915119,polyadenylate-binding protein-interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915119]
67870,1915120,enolase-phosphatase 1 [Source:MGI Symbol;Acc:MGI:1915120]
67871,1915121,mitochondrial ribosome recycling factor [Source:MGI Symbol;Acc:MGI:1915121]
67872,1915122,non-SMC element 4 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915122]
67873,1915123,methylthioribose-1-phosphate isomerase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915123]
67874,1915124,reprimo TP53 dependent G2 arrest mediator candidate [Source:MGI Symbol;Acc:MGI:1915124]
216964,1915125,transformation related protein 53 inducible protein 13 [Source:MGI Symbol;Acc:MGI:1915125]
67876,1915126,coenzyme Q10 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915126]
67877,1915127,N(alpha)-acetyltransferase 20 NatB catalytic subunit [Source:MGI Symbol;Acc:MGI:1915127]
67878,1915128,transmembrane protein 33 [Source:MGI Symbol;Acc:MGI:1915128]
67880,1915130,dicarbonyl L-xylulose reductase [Source:MGI Symbol;Acc:MGI:1915130]
67881,1915131,magnesium-dependent phosphatase 1 [Source:MGI Symbol;Acc:MGI:1915131]
67883,1915133,UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133]
67884,1915134,RIKEN cDNA 1810043G02 gene [Source:MGI Symbol;Acc:MGI:1915134]
67887,1915137,store-operated calcium entry-associated regulatory factor [Source:MGI Symbol;Acc:MGI:1915137]
67888,1915138,transmembrane protein 100 [Source:MGI Symbol;Acc:MGI:1915138]
67889,1915139,RNA binding motif protein 18 [Source:MGI Symbol;Acc:MGI:1915139]
67890,1915140,ubiquitin-fold modifier 1 [Source:MGI Symbol;Acc:MGI:1915140]
67891,1915141,ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141]
67892,1915142,cytochrome c oxidase assembly factor 6 [Source:MGI Symbol;Acc:MGI:1915142]
67893,1915143,transmembrane protein 86A [Source:MGI Symbol;Acc:MGI:1915143]
67894,1915144,family with sequence similarity 45 member A [Source:MGI Symbol;Acc:MGI:1915144]
67896,1915146,coiled-coil domain containing 80 [Source:MGI Symbol;Acc:MGI:1915146]
67897,1915147,RNA (guanine-7-) methyltransferase [Source:MGI Symbol;Acc:MGI:1915147]
67898,1915148,penta-EF hand domain containing 1 [Source:MGI Symbol;Acc:MGI:1915148]
67899,1915149,COX assembly mitochondrial protein 1 [Source:MGI Symbol;Acc:MGI:1915149]
67902,1915152,sulfatase modifying factor 2 [Source:MGI Symbol;Acc:MGI:1915152]
56470,1915153,regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]
67905,1915155,protein phosphatase 1M [Source:MGI Symbol;Acc:MGI:1915155]
67909,1915159,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5 [Source:MGI Symbol;Acc:MGI:1915159]
100502698,1915160,RIKEN cDNA 1700021K19 gene [Source:MGI Symbol;Acc:MGI:1915160]
67911,1915161,zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161]
67912,1915162,RIKEN cDNA 1600012H06 gene [Source:MGI Symbol;Acc:MGI:1915162]
67914,1915164,coenzyme Q9 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1915164]
67916,1915166,phosphatidic acid phosphatase type 2B [Source:MGI Symbol;Acc:MGI:1915166]
67917,1915167,zinc finger CCHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1915167]
108670,1915168,epithelial stromal interaction 1 (breast) [Source:MGI Symbol;Acc:MGI:1915168]
67920,1915170,MAK16 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915170]
67921,1915171,ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171]
67922,1915172,family with sequence similarity 32 member A [Source:MGI Symbol;Acc:MGI:1915172]
67923,1915173,transcription elongation factor B (SIII) polypeptide 1 [Source:MGI Symbol;Acc:MGI:1915173]
102642819,1915173,transcription elongation factor B (SIII) polypeptide 1 [Source:MGI Symbol;Acc:MGI:1915173]
67926,1915176,spermatid associated [Source:MGI Symbol;Acc:MGI:1915176]
67929,1915179,coiled-coil domain containing 70 [Source:MGI Symbol;Acc:MGI:1915179]
67931,1915181,serine (or cysteine) peptidase inhibitor clade I member 2 [Source:MGI Symbol;Acc:MGI:1915181]
67932,1915182,RIKEN cDNA 1700129C05 gene [Source:MGI Symbol;Acc:MGI:1915182]
67933,1915183,host cell factor C2 [Source:MGI Symbol;Acc:MGI:1915183]
67935,1915185,carboxylesterase 5A [Source:MGI Symbol;Acc:MGI:1915185]
67936,1915186,WD repeat domain 55 [Source:MGI Symbol;Acc:MGI:1915186]
67937,1915187,transmembrane protein 59-like [Source:MGI Symbol;Acc:MGI:1915187]
67939,1915189,prolyl-tRNA synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915189]
67941,1915191,ribosomal protein S27-like [Source:MGI Symbol;Acc:MGI:1915191]
67942,1915192,ATP synthase H+ transporting mitochondrial F0 complex subunit C2 (subunit 9) [Source:MGI Symbol;Acc:MGI:1915192]
67944,1915194,testis expressed 13A [Source:MGI Symbol;Acc:MGI:1915194]
67945,1915195,ribosomal protein L41 [Source:MGI Symbol;Acc:MGI:1915195]
67946,1915196,spermatogenesis associated 6 [Source:MGI Symbol;Acc:MGI:1915196]
67949,1915199,nucleolar protein interacting with the FHA domain of MKI67 [Source:MGI Symbol;Acc:MGI:1915199]
67951,1915201,tubulin beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]
67952,1915202,translocase of outer mitochondrial membrane 20 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1915202]
67955,1915205,SGT1 suppressor of G2 allele of SKP1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915205]
67956,1915206,SET domain containing (lysine methyltransferase) 8 [Source:MGI Symbol;Acc:MGI:1915206]
69104,1915207,membrane-associated ring finger (C3HC4) 5 [Source:MGI Symbol;Acc:MGI:1915207]
67958,1915208,U2 snRNP-associated SURP domain containing [Source:MGI Symbol;Acc:MGI:1915208]
67959,1915209,poly-U binding splicing factor 60 [Source:MGI Symbol;Acc:MGI:1915209]
67963,1915213,Niemann-Pick type C2 [Source:MGI Symbol;Acc:MGI:1915213]
67967,1915217,polymerase (DNA-directed) delta 3 accessory subunit [Source:MGI Symbol;Acc:MGI:1915217]
67968,1915218,oocyte expressed protein [Source:MGI Symbol;Acc:MGI:1915218]
75764,1915220,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915220]
67971,1915221,tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]
67973,1915223,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:MGI Symbol;Acc:MGI:1915223]
67974,1915224,cyclin Y [Source:MGI Symbol;Acc:MGI:1915224]
67976,1915226,TraB domain containing [Source:MGI Symbol;Acc:MGI:1915226]
67979,1915229,ATPase family AAA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915229]
67980,1915230,glucosamine-6-phosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:1915230]
67981,1915231,HORMA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915231]
67983,1915233,PDZ domain containing 9 [Source:MGI Symbol;Acc:MGI:1915233]
67985,1915235,synovial sarcoma X member B breakpoint 1 [Source:MGI Symbol;Acc:MGI:1915235]
106564,1915237,phosphopantothenoylcysteine synthetase [Source:MGI Symbol;Acc:MGI:1915237]
55951,1915240,mitochondrial pyruvate carrier 1 [Source:MGI Symbol;Acc:MGI:1915240]
67991,1915241,nucleus accumbens associated 2 BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1915241]
67993,1915243,nudix (nucleoside diphosphate linked moiety X)-type motif 12 [Source:MGI Symbol;Acc:MGI:1915243]
67994,1915244,mitochondrial ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1915244]
67996,1915246,serine/arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]
67997,1915247,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59 [Source:MGI Symbol;Acc:MGI:1915247]
67998,1915248,family with sequence similarity 134 member C [Source:MGI Symbol;Acc:MGI:1915248]
68001,1915251,RIKEN cDNA 1110004E09 gene [Source:MGI Symbol;Acc:MGI:1915251]
68002,1915252,succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]
56786,1915254,TMEM9 domain family member B [Source:MGI Symbol;Acc:MGI:1915254]
56292,1915255,N(alpha)-acetyltransferase 10 NatA catalytic subunit [Source:MGI Symbol;Acc:MGI:1915255]
68009,1915259,defensin alpha 20 [Source:MGI Symbol;Acc:MGI:1915259]
68010,1915260,BMP and activin membrane-bound inhibitor [Source:MGI Symbol;Acc:MGI:1915260]
68011,1915261,small nuclear ribonucleoprotein polypeptide G [Source:MGI Symbol;Acc:MGI:1915261]
68014,1915264,zwilch kinetochore protein [Source:MGI Symbol;Acc:MGI:1915264]
68015,1915265,TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]
68016,1915266,muscle-related coiled-coil protein [Source:MGI Symbol;Acc:MGI:1915266]
68017,1915267,FtsJ homolog 2 (E. coli) [Source:MGI Symbol;Acc:MGI:1915267]
68018,1915268,collagen type IV alpha 3 (Goodpasture antigen) binding protein [Source:MGI Symbol;Acc:MGI:1915268]
80509,1915269,mediator complex subunit 8 [Source:MGI Symbol;Acc:MGI:1915269]
68020,1915270,apoptogenic mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1915270]
68021,1915271,biphenyl hydrolase-like (serine hydrolase breast epithelial mucin-associated antigen) [Source:MGI Symbol;Acc:MGI:1915271]
68023,1915273,peptide deformylase (mitochondrial) [Source:MGI Symbol;Acc:MGI:1915273]
68024,1915274,histone cluster 1 H2bc [Source:MGI Symbol;Acc:MGI:1915274]
68026,1915276,RIKEN cDNA 2810417H13 gene [Source:MGI Symbol;Acc:MGI:1915276]
68027,1915277,transmembrane protein 178 [Source:MGI Symbol;Acc:MGI:1915277]
68028,1915278,ribosomal protein L22 like 1 [Source:MGI Symbol;Acc:MGI:1915278]
434377,1915280,zinc finger protein 560 [Source:MGI Symbol;Acc:MGI:1915280]
68031,1915281,ring finger protein 146 [Source:MGI Symbol;Acc:MGI:1915281]
68032,1915282,ER membrane protein complex subunit 4 [Source:MGI Symbol;Acc:MGI:1915282]
68033,1915283,cytochrome c oxidase assembly protein 19 [Source:MGI Symbol;Acc:MGI:1915283]
68034,1915284,family with sequence similarity 122 member A [Source:MGI Symbol;Acc:MGI:1915284]
68035,1915285,RNA binding motif protein 42 [Source:MGI Symbol;Acc:MGI:1915285]
68036,1915286,zinc finger protein 706 [Source:MGI Symbol;Acc:MGI:1915286]
68038,1915288,chitinase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915288]
68039,1915289,neuromedin B [Source:MGI Symbol;Acc:MGI:1915289]
68040,1915290,zinc finger protein 593 [Source:MGI Symbol;Acc:MGI:1915290]
68041,1915291,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291]
68043,1915293,N-6 adenine-specific DNA methyltransferase 2 (putative) [Source:MGI Symbol;Acc:MGI:1915293]
68044,1915294,ChaC cation transport regulator 2 [Source:MGI Symbol;Acc:MGI:1915294]
68045,1915295,RIKEN cDNA 2700060E02 gene [Source:MGI Symbol;Acc:MGI:1915295]
68046,1915296,RIKEN cDNA 2700062C07 gene [Source:MGI Symbol;Acc:MGI:1915296]
68047,1915297,MPN domain containing [Source:MGI Symbol;Acc:MGI:1915297]
68048,1915298,apoptosis enhancing nuclease [Source:MGI Symbol;Acc:MGI:1915298]
228839,1915299,TGFB-induced factor homeobox 2 [Source:MGI Symbol;Acc:MGI:1915299]
68050,1915300,akirin 1 [Source:MGI Symbol;Acc:MGI:1915300]
68051,1915301,nuclear transport factor 2 [Source:MGI Symbol;Acc:MGI:1915301]
621832,1915301,nuclear transport factor 2 [Source:MGI Symbol;Acc:MGI:1915301]
68052,1915302,ribosomal protein S13 [Source:MGI Symbol;Acc:MGI:1915302]
102642137,1915302,ribosomal protein S13 [Source:MGI Symbol;Acc:MGI:1915302]
68053,1915303,UBX domain protein 2B [Source:MGI Symbol;Acc:MGI:1915303]
68054,1915304,serine (or cysteine) peptidase inhibitor clade A (alpha-1 antiproteinase antitrypsin) member 12 [Source:MGI Symbol;Acc:MGI:1915304]
68055,1915305,ATP synthase H+ transporting mitochondrial F0 complex subunit S [Source:MGI Symbol;Acc:MGI:1915305]
68058,1915308,chromodomain helicase DNA binding protein 1-like [Source:MGI Symbol;Acc:MGI:1915308]
68059,1915309,transmembrane 9 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1915309]
70533,1915312,basic transcription factor 3-like 4 [Source:MGI Symbol;Acc:MGI:1915312]
68067,1915317,RIKEN cDNA 3010026O09 gene [Source:MGI Symbol;Acc:MGI:1915317]
